floor,garage,m2,price,rooms,target,zone,prob
3ª,0,83,399000,2,0,El Gòtic,0.404
4ª,0,80,450000,1,0,Sant Pere,0.31
3ª,0,60,430000,2,0,El Gòtic,0.176
4ª,0,136,998000,3,0,El Gòtic,0.41
Bajo,0,146,375000,3,0,El Raval,0.246
1ª,0,34,280000,1,0,El Raval,0.156
2ª,0,34,290000,1,0,El Raval,0.23
3ª,0,110,630000,3,0,Sant Pere,0.03
2ª,0,85,450000,3,0,El Raval,0.144
4ª,0,140,650000,4,0,Sant Pere,0.082
3ª,0,85,400000,2,0,El Raval,0.148
6ª,0,205,950000,4,0,Sant Pere,0.104
Casa,0,90,774000,3,0,El Raval,0.124
4ª,0,70,360000,2,0,El Gòtic,0.36
Casa,0,65,320000,3,0,La Barceloneta,0.466
3ª,0,55,239000,2,0,El Raval,0.268
5ª,0,104,300000,3,0,El Poble Sec,0.352
1ª,0,52,250000,2,0,El Poble Sec,0.496
2ª,0,62,345000,3,0,El Poble Sec,0.6
2ª,0,70,355000,3,1,El Poble Sec,0.832
3ª,0,52,195000,3,1,El Poble Sec,0.75
Bajo,0,75,230000,2,0,El Poble Sec,0.76
2ª,0,56,235000,2,0,Sants,0.264
1ª,0,55,309000,3,0,El Poble Sec,0.404
5ª,0,88,475000,4,0,Sants,0.576
2ª,0,89,399000,2,0,Sants,0.384
Bajo,0,147,495000,3,0,Sants,0.236
Casa,0,48,425000,1,0,El Poble Sec,0.336
4ª,0,63,370000,3,0,El Poble Sec,0.554
3ª,1,71,430000,2,0,El Poble Sec,0.018
1ª,0,69,235000,2,0,Sants,0.29
Casa,0,90,375000,4,0,El Poble Sec,0.468
Casa,0,102,359000,3,0,El Poble Sec,0.67
Casa,0,60,199000,3,0,El Poble Sec,0.356
1ª,0,70,275000,2,0,El Poble Sec,0.424
Casa,1,115,390000,4,0,El Poble Sec,0.374
Entreplanta,0,85,269000,3,1,El Poble Sec,0.702
Casa,0,70,375000,3,0,El Poble Sec,0.418
2ª,0,78,350000,2,0,Sants,0.268
Bajo,0,105,445000,2,0,Sants,0.204
Casa,0,79,325000,2,0,Sants,0.266
3ª,0,84,275000,3,0,El Poble Sec,0.318
4ª,0,112,560000,3,0,El Poble Sec,0.206
1ª,0,86,448000,2,0,El Poble Sec,0.068
1ª,0,55,250000,3,0,Sants,0.336
Entreplanta,0,53,165000,1,0,El Poble Sec,0.416
Casa,1,125,640000,4,0,El Poblenou,0.226
Casa,1,122,720000,4,0,El Poblenou,0.268
Casa,1,115,550000,3,0,Diagonal Mar,0.134
Casa,0,165,590000,4,0,Camp de l'Arpa,0.326
Casa,1,170,550000,2,0,El Poblenou,0.2
Casa,1,156,700000,3,0,El Poblenou,0.266
Casa,1,140,1300000,4,0,Diagonal Mar,0.114
Casa,1,177,1299000,4,0,Diagonal Mar,0.086
Casa,1,170,2166000,4,0,Diagonal Mar,0.074
Casa,0,350,789999,4,0,Camp de l'Arpa,0.302
Casa,1,153,2800000,3,0,Diagonal Mar,0.072
Atico,0,97,315000,3,0,El Poblenou,0.5
Atico,1,113,695000,3,0,El Poblenou,0.23
6ª,0,65,329000,3,0,El Poblenou,0.226
3ª,1,139,990000,3,0,Diagonal Mar,0.14
2ª,0,74,299000,2,0,El Poblenou,0.386
Bajo,0,95,550000,3,0,Diagonal Mar,0.156
3ª,0,120,480000,2,0,Diagonal Mar,0.276
6ª,1,156,700000,3,0,El Poblenou,0.126
4ª,0,42,240000,1,0,Camp de l'Arpa,0.368
2ª,1,138,490000,4,0,El Clot,0.354
6ª,1,109,437500,4,0,Camp de l'Arpa,0.482
2ª,0,110,420000,3,0,El Poblenou,0.284
1ª,1,90,360000,2,0,Diagonal Mar,0.384
4ª,0,102,410000,4,0,El Poblenou,0.266
Bajo,0,55,182000,3,0,El Poblenou,0.494
Bajo,0,118,499000,4,0,Camp de l'Arpa,0.256
Bajo,0,111,345000,2,0,El Clot,0.272
2ª,0,142,630000,3,0,El Poblenou,0.174
5ª,1,128,525000,4,0,El Poblenou,0.768
2ª,0,138,573900,4,0,El Poblenou,0.134
1ª,0,81,392900,2,0,El Poblenou,0.316
2ª,0,118,488000,3,0,El Poblenou,0.48
4ª,0,138,580000,4,0,El Poblenou,0.188
Atico,0,151,877900,4,0,El Poblenou,0.234
Atico,0,206,1029100,5,0,El Poblenou,0.192
6ª,0,118,500000,3,0,El Poblenou,0.336
3ª,0,118,491000,3,0,El Poblenou,0.326
6ª,0,138,586100,4,0,El Poblenou,0.108
Atico,0,206,1080100,5,0,El Poblenou,0.192
Atico,0,202,1062000,5,0,El Poblenou,0.206
4ª,0,118,494000,3,0,El Poblenou,0.358
Atico,0,252,1859400,5,0,El Poblenou,0.104
Atico,0,202,1011700,5,0,El Poblenou,0.192
Atico,0,241,1843400,5,0,El Poblenou,0.102
Atico,0,151,959600,4,0,El Poblenou,0.198
1ª,0,82,397200,2,0,El Poblenou,0.31
3ª,0,138,577000,4,0,El Poblenou,0.092
5ª,0,138,583100,4,0,El Poblenou,0.25
5ª,0,118,497000,3,0,El Poblenou,0.478
Bajo,0,118,499000,4,0,Camp de l'Arpa,0.256
Casa,0,115,550000,3,0,Diagonal Mar,0.088
Casa,1,98,750000,3,0,Diagonal Mar,0.166
2ª,0,66,480000,2,0,Diagonal Mar,0.044
Casa,0,123,480000,2,0,Diagonal Mar,0.142
6ª,0,99,469000,3,0,El Poblenou,0.214
5ª,0,115,1290000,3,0,Diagonal Mar,0.18
Atico,1,170,2500000,4,0,Diagonal Mar,0.096
2ª,1,120,1275000,3,0,Diagonal Mar,0.114
1ª,0,66,375000,2,0,Diagonal Mar,0.29
Casa,1,315,1425000,5,0,El Putxet,0.254
3ª,0,95,450000,4,0,El Putxet,0.364
4ª,0,116,597000,3,0,Sant Gervasi,0.244
4ª,0,116,595000,3,0,Sant Gervasi,0.248
3ª,0,145,1325000,3,0,Sant Gervasi,0.076
Casa,0,54,400000,2,0,Sant Gervasi,0.234
Bajo,0,96,490000,3,0,Sant Gervasi,0.684
1ª,0,110,700000,5,0,Sarrià,0.408
5ª,0,139,890000,3,0,Sant Gervasi,0.372
4ª,0,110,650000,2,0,Sant Gervasi,0.158
4ª,0,70,360000,3,0,El Putxet,0.386
1ª,0,138,870000,3,0,Sant Gervasi,0.616
1ª,0,207,825000,5,0,Sant Gervasi,1
1ª,0,90,330000,2,0,El Putxet,0.06
1ª,0,95,330000,2,0,El Putxet,0.096
6ª,0,189,990000,5,0,Sant Gervasi,0.674
2ª,0,145,1375000,3,0,Sant Gervasi,0.024
4ª,0,100,415000,4,0,Sant Gervasi,0.484
Casa,0,54,400000,2,0,Sant Gervasi,0.234
1ª,1,348,1765000,5,1,Sant Gervasi,0.682
Bajo,0,72,299000,2,0,Sarrià,0.462
Casa,0,230,970000,8,0,Sant Gervasi,0.308
3ª,0,100,625000,3,0,Sarrià,0.61
Atico,1,274,1290000,4,0,Sant Gervasi,0.056
Bajo,0,105,790000,4,0,Sant Gervasi,0.256
1ª,0,144,890000,3,0,Sant Gervasi,0.286
1ª,0,90,330000,2,0,El Putxet,0.06
5ª,1,287,1650000,6,0,Sant Gervasi,0.572
Atico,0,246,1300000,4,0,Sant Gervasi,0.036
Casa,0,90,330000,2,0,El Putxet,0.33
2ª,0,160,1020000,3,0,Sant Gervasi,0.46
Casa,1,546,1990000,6,0,Sarrià,0.132
Casa,1,340,2860000,6,0,Sant Gervasi,0.196
7ª,1,285,2200000,6,0,Sant Gervasi,0.402
Casa,0,226,1700000,1,0,Sarrià,0.13
Casa,0,395,730000,2,0,El Putxet,0.292
Casa,0,450,1850000,6,0,Sarrià,0.266
4ª,1,280,1700000,5,0,Sant Gervasi,0.176
Casa,1,600,2250000,5,0,Sarrià,0.082
Casa,0,380,1850000,6,0,Sarrià,0.242
Casa,0,228,2200000,5,0,Sarrià,0.222
Casa,1,415,2700000,4,0,Sarrià,0.15
2ª,0,215,1500000,5,0,Sarrià,0.35
1ª,1,216,2200000,3,0,Sant Gervasi,0.094
6ª,0,175,900000,3,0,Sant Gervasi,0.596
6ª,1,285,2200000,4,0,Sant Gervasi,0.198
Casa,1,600,2100000,5,0,Sarrià,0.084
Casa,0,600,2850000,5,0,Sant Gervasi,0.11
5ª,0,60,425000,1,0,Sant Gervasi,0.412
Bajo,1,222,1790000,4,0,Sant Gervasi,0.056
4ª,1,150,700000,5,0,Sant Gervasi,0.4
4ª,0,250,1190000,5,1,Sant Gervasi,0.75
Casa,1,480,2100000,5,0,Sarrià,0.056
Casa,1,430,2700000,5,0,Sarrià,0.34
Casa,1,417,2700000,4,0,Sarrià,0.15
Casa,0,416,2700000,5,0,Sarrià,0.366
Casa,1,225,2750000,3,0,Sant Gervasi,0.014
1ª,0,140,2500000,3,0,Dreta de l'Eixample,0.098
1ª,1,140,2500000,3,0,Dreta de l'Eixample,0.118
2ª,1,171,2500000,3,0,Dreta de l'Eixample,0.08
2ª,1,143,2500000,3,0,Dreta de l'Eixample,0.07
Casa,0,200,2500000,4,0,Dreta de l'Eixample,0.09
Casa,0,131,2500000,3,0,Dreta de l'Eixample,0.05
Casa,0,151,2425000,2,0,Dreta de l'Eixample,0.038
Entreplanta,0,448,2400000,6,0,Dreta de l'Eixample,0.244
Casa,0,223,2395000,3,0,Dreta de l'Eixample,0.028
4ª,0,203,2300000,3,0,Dreta de l'Eixample,0.04
1ª,1,140,2300000,3,0,Dreta de l'Eixample,0.118
1ª,1,156,2300000,3,0,Dreta de l'Eixample,0.114
4ª,0,209,2300000,7,0,Dreta de l'Eixample,0.15
2ª,0,147,2300000,3,0,Dreta de l'Eixample,0.078
7ª,0,167,2300000,3,0,Dreta de l'Eixample,0.116
Casa,0,181,2275000,3,0,Dreta de l'Eixample,0.04
4ª,0,240,2250000,6,0,Dreta de l'Eixample,0.056
5ª,0,195,2200000,3,0,Dreta de l'Eixample,0.126
2ª,0,287,2200000,4,0,Dreta de l'Eixample,0.124
Casa,0,290,2200000,3,0,Dreta de l'Eixample,0.038
1ª,0,300,2200000,4,0,Dreta de l'Eixample,0.176
Entreplanta,0,265,2200000,3,0,Dreta de l'Eixample,0.118
6ª,0,282,2195000,6,0,Dreta de l'Eixample,0.206
Casa,0,207,2195000,4,0,Dreta de l'Eixample,0.052
3ª,0,250,2120000,3,0,Dreta de l'Eixample,0.064
2ª,0,321,2000000,3,0,Dreta de l'Eixample,0.168
Bajo,0,58,195000,3,0,Dreta de l'Eixample,0.332
Casa,0,43,195000,1,0,Sant Antoni,0.324
2ª,0,60,195000,3,0,Sant Antoni,0.338
1ª,0,44,195000,1,0,Sant Antoni,0.408
2ª,0,60,195000,3,0,Sant Antoni,0.338
Entreplanta,0,33,195000,1,0,El Fort Pienc,0.496
Entreplanta,0,35,195000,1,0,El Fort Pienc,0.492
4ª,0,50,195000,3,1,La Sagrada Família,0.786
2ª,0,60,198000,2,0,La Sagrada Família,0.494
1ª,0,45,198000,1,0,Nova Esquerra de l'Eixample,0.504
3ª,0,40,199000,2,0,La Sagrada Família,0.362
Casa,0,45,199000,1,0,Antiga Esquerra de l'Eixample,0.436
3ª,0,40,199000,2,0,La Sagrada Família,0.362
4ª,0,40,199000,2,0,La Sagrada Família,0.4
4ª,0,45,199000,1,0,Antiga Esquerra de l'Eixample,0.39
4ª,0,40,199000,2,0,La Sagrada Família,0.4
3ª,0,40,199000,2,0,La Sagrada Família,0.362
3ª,0,40,199000,2,0,La Sagrada Família,0.362
4ª,0,47,199000,1,0,Antiga Esquerra de l'Eixample,0.388
4ª,0,85,199000,3,0,Nova Esquerra de l'Eixample,0.546
Entreplanta,0,60,199950,1,0,Sant Antoni,0.368
Entreplanta,0,78,200000,3,1,Nova Esquerra de l'Eixample,0.824
1ª,0,74,200000,1,1,Sant Antoni,0.792
2ª,0,70,200000,3,0,La Sagrada Família,0.572
3ª,0,60,205000,4,0,La Sagrada Família,0.452
1ª,0,52,205000,3,0,La Sagrada Família,0.594
2ª,0,46,205000,1,0,Nova Esquerra de l'Eixample,0.558
Bajo,0,60,210000,1,0,Dreta de l'Eixample,0.396
4ª,0,60,210000,3,0,Dreta de l'Eixample,0.318
Casa,0,159,680000,4,0,Antiga Esquerra de l'Eixample,0.236
Casa,0,128,630000,4,0,Sant Antoni,0.27
Casa,1,126,725000,3,0,Antiga Esquerra de l'Eixample,0.258
Casa,0,122,585000,3,0,Nova Esquerra de l'Eixample,0.074
Casa,0,144,660000,3,0,Antiga Esquerra de l'Eixample,0.216
Casa,0,187,1150000,5,0,Antiga Esquerra de l'Eixample,0.36
5ª,0,150,720000,4,0,Antiga Esquerra de l'Eixample,0.146
7ª,1,172,1000000,5,0,Nova Esquerra de l'Eixample,0.482
Casa,0,210,1195000,6,0,Dreta de l'Eixample,0.234
Casa,0,109,560000,3,0,Dreta de l'Eixample,0.166
Casa,0,174,985000,3,0,Dreta de l'Eixample,0.61
Casa,0,270,1450000,5,0,Dreta de l'Eixample,0.148
Casa,0,250,1490000,4,0,Dreta de l'Eixample,0.118
Casa,0,168,1150000,3,0,Dreta de l'Eixample,0.558
Casa,0,80,520000,1,0,Antiga Esquerra de l'Eixample,0.206
Casa,0,151,550000,5,0,Antiga Esquerra de l'Eixample,0.3
Casa,0,155,1300000,3,0,Dreta de l'Eixample,0.222
Casa,0,150,1495000,3,0,Dreta de l'Eixample,0.19
Casa,0,107,650000,3,0,El Fort Pienc,0.468
Entreplanta,0,71,297500,2,0,La Sagrada Família,0.406
1ª,0,95,392000,4,0,El Fort Pienc,0.744
Casa,0,114,665000,4,0,Dreta de l'Eixample,0.216
4ª,0,97,720000,3,0,Antiga Esquerra de l'Eixample,0.072
Atico,0,146,799900,3,0,El Fort Pienc,0.152
5ª,0,52,255000,2,0,La Sagrada Família,0.514
2ª,0,115,785000,3,0,Antiga Esquerra de l'Eixample,0.122
5ª,0,90,337000,3,0,Dreta de l'Eixample,0.39
2ª,0,113,455000,4,0,Dreta de l'Eixample,0.056
6ª,0,135,720000,3,0,Dreta de l'Eixample,0.082
4ª,0,91,460000,4,0,El Fort Pienc,0.248
Casa,1,200,1200000,3,0,Dreta de l'Eixample,0.266
Casa,0,155,550000,4,0,Antiga Esquerra de l'Eixample,0.248
1ª,1,82,409000,2,0,Nova Esquerra de l'Eixample,0.394
Atico,1,104,639000,3,0,Nova Esquerra de l'Eixample,0.13
5ª,0,81,487400,3,0,Nova Esquerra de l'Eixample,0.164
Atico,0,78,520000,3,0,Nova Esquerra de l'Eixample,0.292
Casa,0,117,690000,4,0,La Sagrada Família,0.33
Atico,1,195,1100000,3,1,Sant Antoni,0.798
1ª,0,89,485000,3,0,Dreta de l'Eixample,0.148
7ª,1,220,1100000,3,1,Dreta de l'Eixample,0.742
1ª,0,90,485000,3,0,Dreta de l'Eixample,0.134
Casa,0,94,619000,3,0,Nova Esquerra de l'Eixample,0.018
Casa,0,81,512000,2,0,Nova Esquerra de l'Eixample,0.028
Casa,0,103,639000,3,0,Nova Esquerra de l'Eixample,0.038
Casa,0,77,520000,2,0,Nova Esquerra de l'Eixample,0.024
Casa,0,103,609000,3,0,Nova Esquerra de l'Eixample,0.032
2ª,0,80,435000,4,0,Dreta de l'Eixample,0.114
4ª,0,135,999000,4,0,Dreta de l'Eixample,0.182
4ª,0,230,1700000,8,0,Dreta de l'Eixample,0.23
1ª,0,110,705000,3,0,Antiga Esquerra de l'Eixample,0.334
3ª,0,148,795000,2,0,Sant Antoni,0.206
1ª,0,70,315000,2,0,La Sagrada Família,0.444
5ª,0,210,1900000,3,0,Dreta de l'Eixample,0.076
Casa,0,85,850000,3,0,Dreta de l'Eixample,0.14
1ª,0,82,270000,2,0,El Gòtic,0.714
3ª,0,84,375000,3,0,El Raval,0.154
4ª,0,78,480000,2,0,El Raval,0.048
Casa,0,50,265000,1,0,El Raval,0.216
1ª,0,45,245000,2,0,El Raval,0.146
4ª,0,56,320000,2,0,El Gòtic,0.332
3ª,0,57,320000,1,0,El Gòtic,0.238
5ª,0,85,330000,3,0,El Gòtic,0.376
2ª,0,88,335000,3,0,El Gòtic,0.45
2ª,0,64,335000,2,0,El Gòtic,0.342
Casa,0,78,285000,2,0,La Barceloneta,0.528
3ª,0,171,1030000,3,0,El Gòtic,0.04
4ª,0,85,395000,3,0,El Raval,0.08
1ª,0,82,300000,3,0,El Raval,0.518
3ª,0,74,279000,3,0,El Raval,0.138
4ª,0,115,460000,4,0,El Raval,0.096
Casa,0,65,199000,3,0,El Raval,0.308
Casa,0,100,349000,2,0,Sant Pere,0.21
3ª,0,171,1030000,3,0,El Gòtic,0.04
4ª,0,60,243915,1,0,El Raval,0.304
4ª,0,83,410000,2,0,El Raval,0.146
1ª,0,65,330000,2,0,El Gòtic,0.484
2ª,0,61,190000,3,0,El Raval,0.338
1ª,0,85,420000,2,0,Sant Pere,0.364
6ª,0,128,595000,5,0,El Gòtic,0.142
1ª,0,87,349000,3,0,El Raval,0.218
4ª,0,74,198000,1,0,El Raval,0.592
1ª,0,39,188000,3,0,La Barceloneta,0.522
Casa,0,80,448000,3,0,El Raval,0.098
Casa,0,110,410000,3,0,El Raval,0.1
Entreplanta,0,60,199000,3,0,El Raval,0.47
7ª,0,299,3500000,2,0,El Gòtic,0.162
Casa,0,140,595000,4,0,Sant Pere,0.13
4ª,0,35,214000,1,0,La Barceloneta,0.232
1ª,0,83,475000,2,0,El Raval,0.056
2ª,0,85,410000,3,0,El Gòtic,0.37
1ª,0,90,445000,2,0,El Gòtic,0.426
1ª,0,55,350000,1,0,Sant Pere,0.152
6ª,0,192,950000,5,0,Sant Pere,0.126
2ª,0,50,205000,1,0,Sant Pere,0.586
4ª,0,293,2500000,2,0,Sant Pere,0.036
Casa,0,133,595000,4,0,Sant Pere,0.112
1ª,0,328,1450000,4,0,El Gòtic,0.466
Casa,0,65,270000,1,0,El Raval,0.37
7ª,0,65,400000,1,0,Sant Pere,0.404
4ª,0,310,2500000,2,0,Sant Pere,0.036
4ª,0,68,265000,1,0,El Gòtic,0.524
1ª,0,137,600000,5,0,El Gòtic,0.286
3ª,0,89,520000,2,0,El Gòtic,0.524
3ª,0,104,370000,2,0,El Raval,0.306
2ª,0,51,220000,1,0,El Raval,0.2
3ª,0,89,520000,3,0,El Gòtic,0.4
1ª,0,137,590000,4,0,El Gòtic,0.27
5ª,0,54,345000,1,0,Sant Pere,0.188
2ª,0,50,260000,1,0,El Raval,0.194
3ª,0,130,645000,4,0,El Gòtic,0.036
Casa,0,265,1675000,5,0,El Gòtic,0.15
Casa,0,90,575000,3,0,El Gòtic,0.136
Casa,0,264,828000,3,0,El Gòtic,0.4
4ª,0,65,350000,2,1,Sant Pere,0.744
Bajo,0,80,395000,3,0,Sants,0.546
3ª,1,90,370000,2,1,El Poble Sec,0.81
3ª,0,75,350000,2,1,El Poble Sec,0.806
Bajo,0,124,240000,2,0,Sants,0.432
3ª,0,100,329000,4,0,El Poble Sec,0.468
Casa,0,63,325000,3,1,El Poble Sec,0.78
3ª,0,79,245000,2,0,Sants,0.348
4ª,0,81,395000,3,1,El Poble Sec,0.508
Bajo,0,95,370000,2,0,Sants,0.394
Entreplanta,0,62,180000,2,1,Sants,0.838
3ª,0,55,248000,1,0,El Poble Sec,0.238
6ª,0,85,430000,3,0,El Poble Sec,0.182
Entreplanta,0,48,198000,1,0,El Poble Sec,0.34
Bajo,0,61,169000,1,1,Sants,0.832
Bajo,0,44,139000,3,1,Sants,0.77
Bajo,0,75,229000,1,1,Sants,0.804
1ª,1,64,245000,2,0,Sants,0.284
3ª,0,91,304900,3,1,Sants,0.714
1ª,0,100,395000,3,0,Sants,0.348
3ª,0,87,320000,4,0,Sants,0.326
Casa,0,35,98000,3,0,Sants,0.314
Atico,0,75,279000,3,0,El Poble Sec,0.308
5ª,0,141,480000,4,0,El Poble Sec,0.31
4ª,0,66,220000,1,0,Sants,0.042
Casa,0,82,390000,1,1,Sants,0.76
6ª,0,86,434000,3,0,El Poble Sec,0.186
6ª,0,31,295000,1,0,El Poble Sec,0.276
3ª,0,74,270000,3,0,El Poble Sec,0.166
4ª,0,104,550000,3,1,Sants,0.344
4ª,0,66,220000,1,0,Sants,0.042
4ª,0,71,218000,3,0,El Clot,0.268
4ª,0,116,515000,4,0,El Poblenou,0.332
1ª,0,50,229000,2,0,El Poblenou,0.4
3ª,0,95,295000,4,0,Camp de l'Arpa,0.294
2ª,0,75,249000,3,0,El Poblenou,0.454
3ª,0,40,183000,1,0,El Poblenou,0.402
1ª,1,60,280000,3,0,El Poblenou,0.404
Casa,0,110,370000,4,0,El Poblenou,0.61
2ª,1,138,490000,4,0,El Clot,0.354
2ª,0,63,230000,2,0,El Poblenou,0.334
2ª,0,60,220000,2,0,Camp de l'Arpa,0.418
Atico,0,110,310000,3,0,El Clot,0.658
Casa,0,212,340000,4,0,Camp de l'Arpa,0.344
6ª,0,65,440000,1,0,El Poblenou,0.202
Bajo,1,105,440000,2,0,El Poblenou,0.468
1ª,0,118,515000,4,0,El Clot,0.24
2ª,1,112,455000,4,0,El Poblenou,0.274
Casa,1,170,590000,3,0,Camp de l'Arpa,0.204
2ª,0,85,249000,3,0,El Clot,0.326
1ª,0,60,260000,1,0,El Clot,0.332
2ª,1,77,550000,1,0,El Poblenou,0.164
2ª,0,70,269000,2,0,El Clot,0.348
2ª,1,114,570000,3,0,Diagonal Mar,0.176
2ª,0,72,220000,3,0,El Poblenou,0.15
2ª,1,114,570000,3,0,El Poblenou,0.11
1ª,0,86,280000,2,0,El Clot,0.682
3ª,0,82,245000,3,0,El Poblenou,0.44
5ª,0,83,230000,3,0,El Clot,0.616
5ª,1,128,520000,4,1,El Poblenou,0.794
3ª,0,82,245000,3,0,El Poblenou,0.44
3ª,1,120,1275000,3,0,Diagonal Mar,0.116
6ª,0,96,480000,3,0,El Poblenou,0.224
Atico,0,65,390000,1,0,El Poblenou,0.25
Casa,1,65,480000,2,0,Diagonal Mar,0.102
5ª,0,97,315000,4,0,El Poblenou,0.466
Bajo,0,115,550000,3,0,Diagonal Mar,0.03
2ª,1,66,480000,2,0,Diagonal Mar,0.158
Bajo,0,115,550000,3,0,Diagonal Mar,0.03
5ª,1,75,370000,2,0,Diagonal Mar,0.372
2ª,0,67,480000,2,0,Diagonal Mar,0.042
Atico,0,150,2800000,4,0,Diagonal Mar,0.138
Casa,1,107,525000,3,0,El Clot,0.19
Bajo,1,114,550000,3,0,Diagonal Mar,0.084
2ª,1,65,480000,2,0,Diagonal Mar,0.15
5ª,1,51,238000,2,0,El Poblenou,0.374
2ª,0,66,480000,2,0,Diagonal Mar,0.044
Atico,0,140,1650000,3,0,Diagonal Mar,0.424
Bajo,1,114,550000,2,0,El Poblenou,0.24
3ª,0,65,480000,2,0,El Poblenou,0.154
6ª,1,132,1980000,4,0,Diagonal Mar,0.248
Atico,1,175,2700000,4,0,Diagonal Mar,0.1
3ª,0,79,125000,2,0,El Clot,0.57
2ª,1,216,1350000,4,0,Diagonal Mar,0.178
4ª,1,105,1250000,3,0,Diagonal Mar,0.188
3ª,0,105,505000,3,0,El Poblenou,0.416
1ª,1,130,1150000,2,0,Diagonal Mar,0.248
3ª,0,93,352000,3,0,El Poblenou,0.39
2ª,0,77,287100,3,0,Camp de l'Arpa,0.436
Casa,1,238,695000,3,1,El Poblenou,0.646
3ª,0,130,395000,4,0,El Clot,0.446
3ª,0,270,995000,3,0,El Putxet,0.338
1ª,0,132,725000,3,1,Sant Gervasi,0.93
4ª,0,104,699000,4,0,Sant Gervasi,0.19
3ª,0,145,1325000,3,0,Sant Gervasi,0.076
2ª,0,101,460000,4,0,Sant Gervasi,0.66
Atico,0,111,1290000,3,0,Sant Gervasi,0.138
Casa,0,654,2400000,6,0,Sant Gervasi,0.362
3ª,1,262,1750000,3,0,Sant Gervasi,0.102
Casa,0,100,230000,3,0,Sarrià,0.538
1ª,0,60,400000,2,0,Sant Gervasi,0.31
2ª,0,145,1375000,3,0,Sant Gervasi,0.024
5ª,0,73,457000,2,1,Sant Gervasi,0.836
Bajo,0,223,1650000,4,0,Sant Gervasi,0.048
4ª,1,82,530000,2,0,Sant Gervasi,0.372
Bajo,1,280,1850000,5,0,El Putxet,0.188
6ª,1,258,1350000,4,0,Sant Gervasi,0.056
Casa,0,145,1355000,3,0,Sant Gervasi,0.038
2ª,1,150,680000,4,0,Sant Gervasi,0.304
3ª,0,135,739000,3,0,Sant Gervasi,0.282
5ª,0,93,850000,2,0,Sant Gervasi,0.25
7ª,0,131,615000,5,0,Sant Gervasi,0.458
Casa,0,54,400000,2,0,Sant Gervasi,0.234
2ª,0,144,1375000,3,0,Sant Gervasi,0.052
1ª,0,207,825000,5,0,Sant Gervasi,1
1ª,0,182,649000,5,0,Sant Gervasi,0.33
Casa,0,188,450000,3,0,Sarrià,0.39
1ª,0,90,330000,2,0,El Putxet,0.06
4ª,1,156,770000,2,0,Sant Gervasi,0.508
1ª,0,90,330000,2,0,El Putxet,0.06
3ª,0,130,680000,4,0,Sant Gervasi,0.374
Casa,1,370,1400000,5,0,Sarrià,0.508
5ª,0,123,984000,2,0,Sarrià,0.198
1ª,1,400,3290000,4,0,Sant Gervasi,0.162
Casa,1,609,2850000,5,0,Sant Gervasi,0.076
1ª,0,280,2200000,5,0,Sarrià,0.25
3ª,0,180,750000,5,0,Sant Gervasi,0.408
4ª,0,85,984000,1,0,Sarrià,0.146
4ª,1,280,1700000,5,0,Sant Gervasi,0.176
6ª,1,580,5400000,6,0,Sant Gervasi,0.308
Casa,0,600,2850000,5,0,Sant Gervasi,0.11
4ª,0,95,520000,3,0,Sant Gervasi,0.38
4ª,0,120,980000,3,0,Sant Gervasi,0.232
Casa,1,450,2165000,6,0,Sarrià,0.2
3ª,1,242,1650000,5,0,Sarrià,0.448
Atico,1,290,2000000,5,0,Sant Gervasi,0.256
Casa,0,300,2200000,5,0,Sarrià,0.352
2ª,0,140,749000,3,0,El Putxet,0.226
1ª,0,256,1600000,4,0,Sant Gervasi,0.07
6ª,0,150,615000,4,0,El Putxet,0.452
3ª,1,233,1650000,5,0,Sant Gervasi,0.16
Bajo,0,60,325000,2,0,Sarrià,0.382
6ª,0,400,3800000,6,0,Sant Gervasi,0.312
Casa,0,773,2400000,3,0,Sarrià,0.12
4ª,1,150,750000,5,0,Sant Gervasi,0.342
Bajo,1,400,2200000,6,0,Sant Gervasi,0.236
Casa,1,300,1490000,6,0,Sarrià,0.556
Casa,1,284,2750000,2,0,Sant Gervasi,0.056
2ª,0,320,2000000,4,0,Dreta de l'Eixample,0.202
5ª,0,220,2000000,4,0,Antiga Esquerra de l'Eixample,0.154
2ª,0,197,1990000,5,0,Dreta de l'Eixample,0.33
Casa,0,144,1980000,4,0,Antiga Esquerra de l'Eixample,0.076
2ª,0,298,1975000,4,0,Dreta de l'Eixample,0.164
Atico,0,187,1950000,3,0,Dreta de l'Eixample,0.134
6ª,1,520,1950000,4,0,Dreta de l'Eixample,0.282
5ª,0,210,1950000,3,0,Dreta de l'Eixample,0.082
5ª,0,140,1950000,3,0,Dreta de l'Eixample,0.058
5ª,0,200,1950000,3,0,Dreta de l'Eixample,0.116
5ª,0,200,1950000,3,0,Dreta de l'Eixample,0.116
Casa,0,174,1950000,3,0,Dreta de l'Eixample,0.058
5ª,0,200,1950000,3,0,Dreta de l'Eixample,0.116
5ª,0,140,1950000,3,0,Dreta de l'Eixample,0.058
5ª,0,200,1950000,4,0,Dreta de l'Eixample,0.16
5ª,0,152,1950000,3,0,Dreta de l'Eixample,0.058
5ª,0,200,1950000,3,0,Dreta de l'Eixample,0.116
Casa,0,200,1950000,3,0,Dreta de l'Eixample,0.08
5ª,0,210,1950000,3,0,Dreta de l'Eixample,0.082
4ª,0,206,1925000,4,0,Antiga Esquerra de l'Eixample,0.122
