date,floor,garage,link,m2,off,price,rooms,title
27-12-2018,3ª,0,https://www.idealista.com/inmueble/38900545/,175,0,1290000,5,"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona"
27-12-2018,6ª,0,https://www.idealista.com/inmueble/38866257/,130,0,680000,3,"Piso en calle de rocafort, La Nova Esquerra de l'Eixample, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/38948859/,77,0,319000,2,"Piso en calle de Còrsega, 51, La Nova Esquerra de l'Eixample, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/38966868/,125,0,825000,2,"Piso en calle de Casp, El Fort Pienc, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/38986364/,164,0,898000,4,"Piso en Sant Antoni, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/39005577/,82,0,409000,2,"Piso en La Nova Esquerra de l'Eixample, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/83605761/,107,0,895000,2,"Ático en calle de la Palla, El Gòtic, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/83605791/,45,0,485000,1,"Ático en calle de la Palla, El Gòtic, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83605412/,62,0,395000,2,"Piso en calle de la Palla, El Gòtic, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/83605682/,61,0,405000,2,"Piso en calle de la Palla, El Gòtic, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83605530/,93,0,590000,2,"Piso en calle de la Palla, El Gòtic, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83605480/,86,0,550000,2,"Piso en calle de la Palla, El Gòtic, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/83605677/,86,0,575000,2,"Piso en calle de la Palla, El Gòtic, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83605603/,95,0,598000,2,"Piso en calle de la Palla, El Gòtic, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/83605828/,30,0,165000,1,"Piso en calle dels Safareigs, Barcelona, La Barceloneta, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/83594536/,88,0,295000,2,"Piso en calle del Carme, 25, El Raval, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/83604866/,135,0,600000,4,"Piso en CALL, 28, El Gòtic, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83604233/,75,0,378000,3,"Piso en Bou de Sant Pere, Sant Pere - Santa Caterina i la Ribera, Barcelona"
27-12-2018,Bajo,0,https://www.idealista.com/inmueble/83602068/,58,0,199000,2,"Piso en El Raval, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/83601093/,78,0,340000,2,"Piso en El Gòtic, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/83601210/,123,0,480000,4,"Piso en El Raval, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/83601191/,100,0,469000,3,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83601224/,150,0,515000,4,"Piso en El Gòtic, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/83600735/,67,0,249000,1,"Piso en calle de Joaquín Costa, El Raval, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83599622/,72,0,280000,2,"Piso en calle Ample, Barcelona, El Gòtic, Barcelona"
27-12-2018,Bajo,0,https://www.idealista.com/inmueble/83599580/,180,0,380000,3,"Piso en calle de N'Agla, Barcelona, El Gòtic, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/83599153/,66,0,315000,3,"Piso en calle de Salomó Ben Adret, El Gòtic, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/82179510/,77,0,335000,3,"Piso en El Gòtic, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83598839/,116,0,850000,2,"Piso en El Gòtic, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/83598445/,158,0,721000,4,"Piso en colom, 3, El Gòtic, Barcelona"
27-12-2018,,0,https://www.idealista.com/inmueble/83595602/,190,0,795000,3,"Piso en calle d'Avinyó, El Gòtic, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/83595536/,55,0,249000,2,"Piso en calle de Jaume I, Barcelona, El Gòtic, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83595529/,33,0,180000,2,"Piso en calle del Bou de Sant Pere, Barcelona, Sant Pere - Santa Caterina i la Ribera, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/83595503/,43,0,185000,2,"Piso en calle de la Mare de Déu del Pilar, Barcelona, Sant Pere - Santa Caterina i la Ribera, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/83595483/,110,0,339000,5,"Piso en calle de Freixures, Barcelona, Sant Pere - Santa Caterina i la Ribera, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/83593361/,42,0,255000,3,"Piso en La Barceloneta, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/83606589/,40,0,220000,1,"Piso en calle de l'Argenteria, 61, Sant Pere - Santa Caterina i la Ribera, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/39107172/,61,0,265000,2,"Piso en calle de Sant Pacià, 2, El Raval, Barcelona"
27-12-2018,Entreplanta,0,https://www.idealista.com/inmueble/39113427/,86,0,410000,2,"Piso en calle de Sant Pau, El Raval, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/39114140/,129,0,660000,5,"Piso en Vila de Madrid, El Gòtic, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/39134304/,55,0,234000,2,"Piso en El Raval, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/39129677/,200,0,1000000,8,"Piso en calle Nou de la Rambla, 1, El Raval, Barcelona"
27-12-2018,,0,https://www.idealista.com/inmueble/39135723/,125,0,725000,3,"Piso en paseo de Joan de Borbó, La Barceloneta, Barcelona"
27-12-2018,Bajo,0,https://www.idealista.com/inmueble/39151064/,95,0,320000,3,"Dúplex en rambla del Raval, 1, El Raval, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/39157942/,201,0,760000,5,"Piso en El Raval, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/39157945/,141,0,630000,4,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/39158016/,300,0,2500000,3,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona"
27-12-2018,7ª,1,https://www.idealista.com/inmueble/39165328/,61,0,425000,1,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/39165657/,105,0,495000,2,"Piso en El Gòtic, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/39165720/,111,0,450000,3,"Piso en El Gòtic, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/39174132/,137,0,540000,5,"Piso en El Gòtic, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/39186520/,175,0,1300000,3,"Piso en Pla de Palau, Sant Pere - Santa Caterina i la Ribera, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/39883140/,54,0,320000,2,"Piso en Sant Pere mitjà, 72, Sant Pere - Santa Caterina i la Ribera, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/39193242/,107,0,430000,3,"Piso en Brosolí, 1, Sant Pere - Santa Caterina i la Ribera, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/39194793/,75,0,350000,3,"Piso en paseo de Lluís Companys, Sant Pere - Santa Caterina i la Ribera, Barcelona"
27-12-2018,Entreplanta,0,https://www.idealista.com/inmueble/82628481/,83,0,372000,2,"Piso en calle de la Mercè, El Gòtic, Barcelona"
27-12-2018,,0,https://www.idealista.com/inmueble/39219404/,170,0,1250000,3,"Piso en El Gòtic, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/39221598/,81,0,350000,3,"Piso en paseo de lluís companys, Sant Pere - Santa Caterina i la Ribera, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/39219929/,40,0,185000,1,"Piso en calle de les Semoleres, 7, Sant Pere - Santa Caterina i la Ribera, Barcelona"
27-12-2018,Bajo,0,https://www.idealista.com/inmueble/82786524/,33,0,158000,1,"Piso en rector bruguera, 32, La Barceloneta, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/39244283/,93,0,395000,3,"Piso en calle sant sever, El Gòtic, Barcelona"
27-12-2018,,0,https://www.idealista.com/inmueble/39250138/,179,0,800000,5,"Piso en El Gòtic, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/39260210/,130,0,710000,3,"Piso en El Gòtic, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/37457900/,198,0,610000,2,"Dúplex en calle de Jaume I, 18, El Gòtic, Barcelona"
27-12-2018,Entreplanta,0,https://www.idealista.com/inmueble/37545548/,99,0,425000,2,"Piso en Julia Portet, 8, El Gòtic, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/39295157/,93,0,378000,3,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/83525786/,58,0,495000,3,"Piso en avenida de Madrid, 116, Sants - Badal, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/83298333/,92,0,328000,4,"Piso en calle del Tenor Masini, Sants, Barcelona"
27-12-2018,,0,https://www.idealista.com/inmueble/82413110/,40,0,90000,2,"Piso en calle del Consell de Cent, Hostafrancs, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/83659710/,56,0,167000,3,"Piso en calle de Sugranyes, Sants - Badal, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/83244241/,54,0,285000,2,"Ático en calle DE MARGARIT, El Poble Sec - Parc de Montjuïc, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/82742830/,47,0,349000,1,"Piso en Roser, El Poble Sec - Parc de Montjuïc, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/82631789/,100,0,295000,3,"Dúplex en calle de la Mineria, La Marina del Port, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/39612285/,71,0,440000,2,"Piso en avenida del paraŀlel, El Poble Sec - Parc de Montjuïc, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/39599268/,71,0,495000,2,"Piso en avenida del paraŀlel, El Poble Sec - Parc de Montjuïc, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/38374547/,79,0,445000,2,"Piso en calle de lleida, El Poble Sec - Parc de Montjuïc, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83564290/,86,0,300000,3,"Piso en calle de Sugranyes, Sants - Badal, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/83207463/,98,0,395000,4,"Piso en La Marina del Port, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/82121875/,90,0,310000,3,"Piso en calle de Santa Caterina, Sants, Barcelona"
27-12-2018,2ª,1,https://www.idealista.com/inmueble/39806005/,70,265000,255000,3,"Piso en calle de violant d'hongria reina d'aragó, Sants, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/83417181/,75,0,239000,4,"Piso en calle de Sants, Barcelona, s/n, Sants, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83301611/,71,0,194990,2,"Piso en calle d'Antoni de Capmany, Barcelona, 39, Sants, Barcelona"
27-12-2018,,0,https://www.idealista.com/inmueble/83019659/,89,375000,350000,2,"Piso en calle del Poeta Cabanyes, El Poble Sec - Parc de Montjuïc, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/82977130/,73,0,345000,2,"Piso en El Poble Sec - Parc de Montjuïc, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/81924570/,71,0,430000,2,"Piso en El Poble Sec - Parc de Montjuïc, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/40567147/,57,0,380000,3,"Ático en calle de Cabanes, El Poble Sec - Parc de Montjuïc, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/38108802/,83,0,390000,2,"Piso en El Poble Sec - Parc de Montjuïc, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/83617262/,53,0,205000,1,"Piso en Hostafrancs, Barcelona"
27-12-2018,6ª,0,https://www.idealista.com/inmueble/83374108/,72,0,385000,3,"Piso en La Font de la Guatlla, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/83312954/,78,0,329000,3,"Piso en Hostafrancs, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/40545815/,77,0,329000,3,"Piso en El Poble Sec - Parc de Montjuïc, Barcelona"
27-12-2018,Bajo,0,https://www.idealista.com/inmueble/83534483/,136,0,205000,3,"Piso en creu dels molers, El Poble Sec - Parc de Montjuïc, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/83491461/,55,0,257000,3,"Ático en Passatge de Prunera, Barcelona, El Poble Sec - Parc de Montjuïc, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/83490721/,70,0,239000,3,"Piso en calle de Viladecans, Barcelona, La Bordeta, Barcelona"
27-12-2018,Bajo,0,https://www.idealista.com/inmueble/83125917/,64,389000,355000,2,"Piso en GALILEU, Sants, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/82847171/,88,275000,265000,3,"Piso en Sants, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/83598043/,50,170000,160000,1,"Piso en El Clot, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/83597884/,114,0,390000,5,"Piso en calle Industria, Barcelona, 304, El Camp de l'Arpa del Clot, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/83597664/,71,300000,285000,2,"Piso en calle Perú, Barcelona, Provençals del Poblenou, Barcelona"
27-12-2018,2ª,1,https://www.idealista.com/inmueble/83597661/,51,0,244000,1,"Piso en clot, 116, El Clot, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/83597650/,139,500000,460000,4,"Piso en Gran Via de les Corts Catalanes, Barcelona, El Clot, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/83597581/,75,260000,230000,2,"Piso en El Clot, Barcelona"
27-12-2018,2ª,1,https://www.idealista.com/inmueble/83597475/,127,460000,430000,4,"Piso en calle de Sant Joan de Malta, Barcelona, Provençals del Poblenou, Barcelona"
27-12-2018,10ª,1,https://www.idealista.com/inmueble/83597208/,105,470000,440000,3,"Piso en rambla del Poblenou, Barcelona, Provençals del Poblenou, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83597200/,86,275000,240000,4,"Piso en avenida Diagonal, Barcelona, El Poblenou, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83591719/,80,0,205000,3,"Piso en La Verneda i la Pau, Barcelona"
27-12-2018,Entreplanta,0,https://www.idealista.com/inmueble/83595908/,91,0,349000,4,"Piso en BAC DE RODA, El Poblenou, Barcelona"
27-12-2018,,0,https://www.idealista.com/inmueble/83595768/,59,0,215000,3,"Chalet adosado en Pujades, El Poblenou, Barcelona"
27-12-2018,,1,https://www.idealista.com/inmueble/83594391/,140,0,990000,3,"Piso en Diagonal Mar i el Front Marítim del Poblenou, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/83593780/,52,0,215000,2,"Piso en calle de la Selva de Mar, Diagonal Mar i el Front Marítim del Poblenou, Barcelona"
27-12-2018,,0,https://www.idealista.com/inmueble/83593176/,112,0,900000,3,"Piso en calle de Salvador Espriu, La Vila Olímpica del Poblenou, Barcelona"
27-12-2018,8ª,0,https://www.idealista.com/inmueble/83592546/,93,0,295000,3,"Piso en Provençals del Poblenou, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/83592511/,60,0,275000,3,"Piso en El Poblenou, Barcelona"
27-12-2018,Bajo,0,https://www.idealista.com/inmueble/83588310/,211,0,370000,3,"Piso en Barrio del Clot, s/n, El Clot, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83592078/,40,0,175000,1,"Piso en badajoz, El Poblenou, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/83591513/,76,0,269000,3,"Piso en avenida Diagonal, Barcelona, Provençals del Poblenou, Barcelona"
27-12-2018,,0,https://www.idealista.com/inmueble/83591119/,250,0,560000,5,"Chalet adosado en calle de Rossend Nobas, Barcelona, El Clot, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/83591477/,76,0,269000,3,"Piso en avenida Diagonal, Barcelona, El Poblenou, Barcelona"
27-12-2018,3ª,1,https://www.idealista.com/inmueble/83591139/,110,0,380000,3,"Piso en enamorats, El Camp de l'Arpa del Clot, Barcelona"
27-12-2018,6ª,0,https://www.idealista.com/inmueble/83590683/,70,0,250000,3,"Piso en Provençals del Poblenou, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83590670/,114,0,580000,4,"Piso en calle de Buenaventura Muñoz, Barcelona, El Parc i la Llacuna del Poblenou, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/83590528/,68,0,269000,1,"Piso en sant joan de malta, El Clot, Barcelona"
27-12-2018,10ª,1,https://www.idealista.com/inmueble/83590308/,110,0,475000,3,"Ático en El Camp de l'Arpa del Clot, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83579365/,134,0,564000,3,"Piso en rambla del poblenou, El Poblenou, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/83589111/,58,0,194000,2,"Piso en Pujadas, El Parc i la Llacuna del Poblenou, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/83586582/,75,0,250000,2,"Piso en calle valencia, El Clot, Barcelona"
27-12-2018,,1,https://www.idealista.com/inmueble/39497830/,113,0,427000,3,"Piso en calle de Múrcia, El Clot, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/39509159/,74,0,255000,3,"Piso en calle Concili de Trento, 53, El Clot, Barcelona"
27-12-2018,,0,https://www.idealista.com/inmueble/39521877/,174,0,480000,3,"Piso en El Poblenou, Barcelona"
27-12-2018,,0,https://www.idealista.com/inmueble/39521878/,98,0,599000,2,"Piso en La Vila Olímpica del Poblenou, Barcelona"
27-12-2018,3ª,1,https://www.idealista.com/inmueble/39524504/,89,0,890000,2,"Piso en Diagonal Mar i el Front Marítim del Poblenou, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/39550700/,55,0,270000,2,"Piso en calle d'Àlaba, El Parc i la Llacuna del Poblenou, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/39550419/,88,0,345000,2,"Piso en calle de la Llacuna, El Parc i la Llacuna del Poblenou, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/37492367/,77,0,287100,4,"Piso en calle dels Enamorats, El Camp de l'Arpa del Clot, Barcelona"
27-12-2018,,1,https://www.idealista.com/inmueble/39559707/,132,0,640000,4,"Piso en El Poblenou, Barcelona"
27-12-2018,Bajo,0,https://www.idealista.com/inmueble/39561457/,44,0,198000,1,"Piso en fernando poo, El Poblenou, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/39562111/,69,0,450000,2,"Piso en La Vila Olímpica del Poblenou, Barcelona"
27-12-2018,8ª,0,https://www.idealista.com/inmueble/39568791/,65,0,480000,2,"Dúplex en calle PALLAIRES, Diagonal Mar i el Front Marítim del Poblenou, Barcelona"
27-12-2018,3ª,1,https://www.idealista.com/inmueble/39556233/,65,0,480000,2,"Ático en pellaires, Diagonal Mar i el Front Marítim del Poblenou, Barcelona"
27-12-2018,Bajo,0,https://www.idealista.com/inmueble/39582783/,100,0,349000,2,"Piso en El Camp de l'Arpa del Clot, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/39585529/,76,0,229000,3,"Piso en Sant Martí de Provençals, Barcelona"
27-12-2018,2ª,1,https://www.idealista.com/inmueble/39590388/,90,0,480000,2,"Piso en Diagonal Mar i el Front Marítim del Poblenou, Barcelona"
27-12-2018,7ª,0,https://www.idealista.com/inmueble/39593045/,90,0,425000,2,"Piso en murcia, El Clot, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/39596166/,88,0,350000,2,"Piso en murcia, 12, El Clot, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/38545997/,76,0,475000,3,"Piso en calle de Mallorca, El Camp de l'Arpa del Clot, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/38809423/,66,0,480000,2,"Piso en calle dels pellaires, Diagonal Mar i el Front Marítim del Poblenou, Barcelona"
27-12-2018,3ª,1,https://www.idealista.com/inmueble/39584332/,69,0,450000,2,"Piso en La Vila Olímpica del Poblenou, Barcelona"
27-12-2018,7ª,0,https://www.idealista.com/inmueble/39617842/,94,335000,299000,2,"Piso en Diagonal Mar i el Front Marítim del Poblenou, Barcelona"
27-12-2018,Entreplanta,0,https://www.idealista.com/inmueble/39622088/,88,0,340000,2,"Piso en murcia, 12, El Clot, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/39633082/,83,0,265000,3,"Piso en Menorca, Sant Martí de Provençals, Barcelona"
27-12-2018,6ª,1,https://www.idealista.com/inmueble/39646350/,110,0,450000,4,"Piso en via Gran Via de les Corts Catalanes, El Clot, Barcelona"
27-12-2018,Bajo,0,https://www.idealista.com/inmueble/39647382/,92,0,400000,2,"Piso en El Camp de l'Arpa del Clot, Barcelona"
27-12-2018,6ª,0,https://www.idealista.com/inmueble/39648837/,147,0,790000,4,"Piso en calle de josep pla, Diagonal Mar i el Front Marítim del Poblenou, Barcelona"
27-12-2018,Bajo,0,https://www.idealista.com/inmueble/39649929/,47,0,198000,1,"Piso en El Poblenou, Barcelona"
27-12-2018,Bajo,0,https://www.idealista.com/inmueble/39571468/,115,0,550000,3,"Piso en calle PELLAIRES, Diagonal Mar i el Front Marítim del Poblenou, Barcelona"
27-12-2018,Bajo,0,https://www.idealista.com/inmueble/39650505/,187,0,533000,3,"Dúplex en murcia, El Clot, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/83550098/,115,0,520000,4,"Piso en LUCA, El Putxet i el Farró, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83550101/,150,745000,725000,3,"Piso en calle la torre, El Putxet i el Farró, Barcelona"
27-12-2018,,0,https://www.idealista.com/inmueble/83549935/,190,0,850000,7,"Piso en calle de Calaf, Sant Gervasi - Galvany, Barcelona"
27-12-2018,3ª,1,https://www.idealista.com/inmueble/83549237/,116,0,730000,4,"Piso en calle Turó de Monterols, Barcelona, Sant Gervasi - Galvany, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/83548337/,111,0,620000,3,"Piso en Balmes, Sant Gervasi - Galvany, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83548243/,95,0,445000,3,"Piso en calle de Marià Cubí, Sant Gervasi - Galvany, Barcelona"
27-12-2018,1ª,1,https://www.idealista.com/inmueble/83547715/,94,0,395000,4,"Piso en El Putxet i el Farró, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/83547303/,327,0,1725000,6,"Piso en calle de Muntaner, Barcelona, s/n, Sant Gervasi - Galvany, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83547020/,132,0,725000,3,"Piso en AMIGO, 17, Sant Gervasi - Galvany, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/83546618/,152,0,675000,5,"Piso en calle de Marià Cubí, Sant Gervasi - Galvany, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83544640/,87,0,395000,2,"Piso en calle del Cardenal Vives i Tutó, Sarrià, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/83544432/,129,0,620000,4,"Piso en Sant Gervasi - Galvany, Barcelona"
27-12-2018,4ª,1,https://www.idealista.com/inmueble/83542420/,220,0,1200000,3,"Piso en ganduxer, Sant Gervasi - Galvany, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83541759/,237,0,1550000,3,"Piso en Sant Gervasi - Galvany, Barcelona"
27-12-2018,,1,https://www.idealista.com/inmueble/83487531/,253,0,1000000,3,"Casa o chalet independiente en BAIXADOR VALLVIDRIERA, s/n, Vallvidrera - El Tibidabo i les Planes, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/83541224/,95,0,330000,2,"Piso en calle de Pàdua, Barcelona, El Putxet i el Farró, Barcelona"
27-12-2018,1ª,1,https://www.idealista.com/inmueble/83484379/,266,0,1450000,6,"Piso en calle del Doctor Carulla, 14, Les Tres Torres, Barcelona"
27-12-2018,,0,https://www.idealista.com/inmueble/83539291/,144,0,890000,3,"Piso en calle de Santaló, Sant Gervasi - Galvany, Barcelona"
27-12-2018,1ª,1,https://www.idealista.com/inmueble/83539015/,120,0,725000,2,"Piso en calle de Carme Karr, Sarrià, Barcelona"
27-12-2018,1ª,1,https://www.idealista.com/inmueble/83530332/,210,0,1190000,4,"Piso en ronda del General Mitre, Barcelona, Sant Gervasi - Galvany, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/39375282/,190,0,1225000,3,"Piso en Sant Gervasi - Galvany, Barcelona"
27-12-2018,1ª,1,https://www.idealista.com/inmueble/83538324/,180,0,850000,4,"Piso en Les Tres Torres, Barcelona"
27-12-2018,1ª,1,https://www.idealista.com/inmueble/83537955/,260,0,890000,7,"Piso en El Putxet i el Farró, Barcelona"
27-12-2018,2ª,0,https://www.idealista.com/inmueble/83535392/,77,0,315000,3,"Piso en calle del Caire, El Putxet i el Farró, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/83533714/,115,0,520000,4,"Piso en LUCA, El Putxet i el Farró, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/83528479/,67,0,320000,3,"Piso en calle de Modolell, 57, Sant Gervasi - Galvany, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/83533456/,105,0,520000,4,"Piso en Sarrià, Barcelona"
27-12-2018,11ª,1,https://www.idealista.com/inmueble/83533455/,215,0,1290000,5,"Piso en Sant Gervasi - Galvany, Barcelona"
27-12-2018,4ª,0,https://www.idealista.com/inmueble/82759548/,111,0,620000,3,"Piso en BALMES, Sant Gervasi - Galvany, Barcelona"
27-12-2018,,1,https://www.idealista.com/inmueble/81981957/,460,0,2100000,5,"Chalet adosado en calle de Plantada, Barcelona, Sarrià, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/33240580/,181,0,1050000,5,"Piso en Les Tres Torres, Barcelona"
27-12-2018,1ª,0,https://www.idealista.com/inmueble/39451334/,400,0,1900000,5,"Piso en Sant Gervasi - Galvany, Barcelona"
27-12-2018,5ª,0,https://www.idealista.com/inmueble/39453814/,125,0,630000,4,"Piso en Sant Gervasi - Galvany, Barcelona"
27-12-2018,3ª,0,https://www.idealista.com/inmueble/39455602/,99,0,435000,2,"Piso en Muntaner, Sant Gervasi - Galvany, Barcelona"
